-2.370828789413669924e+00,-6.419748908274510946e+00,-6.826284832492351740e+00,-2.212618249423800587e-01,-2.415289311613332046e+00,-2.880703448369604569e+00,2.070326611971987862e+00,-7.743502673475607390e-01
-1.680944991010866696e+00,-9.206175164644102793e+00,-5.909380518611723865e+00,2.679184712054287765e-01,-5.370007582654620748e+00,-2.092837465842501743e+00,1.514753992029493679e+00,-1.908994406782404729e+00
-1.021732469253008313e+00,-6.612809498916803363e+00,-3.232927300128269898e+00,4.367640293501835469e-01,-3.545298765216304382e+00,-1.719139337411279111e+00,2.054653381578861460e+00,-1.761312229317036460e+00
-6.593352471094260370e-01,-5.877881738664435751e+00,-5.584857112915630140e+00,4.602753325457241695e-01,-2.104047811196043227e+00,1.269655470456811930e-01,1.949604530875593156e+00,-1.917306380395462417e+00
7.888604743725610158e-01,-2.951954870567473854e+00,-1.996052726055247639e+00,-6.487126688120877782e-01,-7.858877142319706799e-01,-8.391403810888508064e-01,6.131514297347481213e-01,-1.638031307704705508e+00
-5.726999884786128092e-01,-1.641371800425334593e+00,-7.063327414744057231e-01,5.167940661339265329e-01,-3.551719498402242658e-01,-1.678986179163875492e-01,-1.305485228360850902e-01,-5.785300245542405184e-01
-1.023470392605231538e+00,-1.627587647473737187e+00,-1.998792973687984587e+00,-1.200466857184939062e+00,-1.926093679358942490e+00,-8.907442602008640575e-01,-8.532127230075674251e-02,-1.184654539164879505e+00
-4.417178279048710188e-01,-7.942544979634346136e-01,2.547060128988976047e-01,8.360588771420187637e-01,-5.634456412334447606e-01,8.216797004256245485e-01,-1.158442791734420663e+00,-8.310181339784747934e-01
5.699230482242342299e-01,2.894016474623121837e+00,2.136908485398196333e+00,2.521231027348392884e-01,1.347345820559318508e+00,4.092655440097550112e-01,-2.188136231825137390e+00,2.976827692454025787e+00
2.529834965754419684e+00,3.268369418658410908e+00,3.585322928457002511e+00,7.596680161303817069e-01,2.623214658819095213e+00,2.149316988326568367e+00,-7.299504772616807191e-01,1.048943335349055150e+00
-2.696790058049870157e-04,2.494890887597821738e+00,2.972075451970774829e+00,1.307829677262663193e+00,3.692587544536071853e+00,-8.581586730076435909e-01,4.321883937826864197e-01,4.135355529757428483e-01
2.002724316506063751e+00,5.465093896470641255e+00,3.567708432453538414e+00,1.577509274399490069e+00,2.824744967519549288e+00,2.167256565263076862e+00,-1.393648587656436122e-01,1.197631094942508634e+00
2.632234369835479981e+00,4.954374037528342711e+00,5.105650121011668929e+00,4.232267605688565526e-01,2.528829143356107423e+00,3.728008437694990684e-01,-1.619047319963405229e+00,2.843094825216764931e+00
2.156875572859507262e+00,4.770091078696484743e+00,4.416137775502448015e+00,-1.554816671991152477e+00,3.827573067799969309e+00,1.996308404437564299e+00,-1.196683677972207871e+00,7.795919326062061838e-01
1.990948435431485253e+00,6.434553854762828706e+00,6.584242972648499226e+00,4.615341443382883768e-01,4.491229479864161434e+00,1.421816476245617134e+00,-1.695675555755895347e+00,4.066714014770174579e+00
1.500902040086536937e+00,8.394246635696296366e+00,5.274948988788298543e+00,1.116729819927431810e+00,4.037618104807902064e+00,7.743381907521332819e-01,-1.611751206420613869e+00,1.308793553512847652e+00
4.671889825674766072e+00,5.898370871672776516e+00,4.829787510062985234e+00,2.431180725623514061e+00,4.404416207171841791e+00,3.969876048665191837e-01,-3.092124329473869171e+00,2.104741228626943350e+00
6.564478831355408106e-01,6.963949837718975466e+00,4.118987243367879358e+00,-2.326001993509278429e-02,4.665930188045583016e+00,1.923680876199352685e+00,-2.110338655068463964e+00,7.940947147839456655e-01
2.376669576089412761e+00,7.462751924604700271e+00,6.699198796763232266e+00,2.167302332652486285e+00,2.764229329635391696e+00,1.137351041257246953e+00,-2.674053244185846889e+00,7.325874009164077272e-01
2.992500253332874838e+00,7.729444065142776488e+00,5.392659599955165639e+00,2.074375681775676217e+00,4.084324134956267116e+00,1.018163031956909270e+00,-1.093165174784705984e+00,3.037830272072000071e+00
2.850373234258056776e+00,6.754402870744781850e+00,5.459331938583326327e+00,1.180294812453317022e+00,3.914634991941338793e+00,2.259024424230216876e+00,-2.069415123510706334e+00,2.432041175600494931e+00
1.952442244068113508e+00,7.066318482348513896e+00,4.699299231639917807e+00,5.193353880556236257e-01,2.061783504900451813e+00,-1.290656668941681795e-01,-1.628101172918468009e+00,1.484167618582222126e+00
2.398373306037736352e+00,7.594061298875669053e+00,6.070979196485800422e+00,-7.368141424293960240e-01,2.709649474929729518e+00,7.495179050031308687e-01,-1.405084146737948014e+00,6.264138023942070754e-01
1.954108526057888984e+00,7.135047377908254163e+00,4.861046919219740303e+00,2.106397507960757753e+00,3.170764045125936459e+00,9.098443267592213335e-01,-2.175455109511427454e-01,2.709404189656782869e+00
2.830454581402368941e+00,6.933910954610237098e+00,7.254646689301502249e+00,9.565874202442483654e-01,3.307666987461844954e+00,2.424250672183676958e+00,-2.218855093399251022e+00,2.030744136096561459e+00
3.175684014857922843e+00,7.044063018229405948e+00,6.582627390722228355e+00,1.703980940444626446e+00,4.171574870495061482e+00,1.725565958504227559e+00,-1.635659122549934397e+00,3.313271270283463910e+00
2.379859002582437544e+00,8.089861405448887766e+00,7.260803399281834380e+00,1.191898587373045437e+00,4.135864196837603757e+00,7.500581813723612434e-01,-2.447652364537656666e+00,3.538091458340907547e+00
2.306843636920031138e+00,6.809126321002533011e+00,3.184487425471353994e+00,3.633181151151754662e+00,3.921558280422392961e+00,1.430545803764546875e+00,-1.062347215374833898e+00,9.430352580108719573e-01
2.405961720393745562e+00,4.403774298752352045e+00,3.550013302734495113e+00,2.293462248851887875e+00,3.671711047649154125e+00,-4.786047166907130279e-01,-2.695513978302230829e+00,1.667226098687534241e+00
2.878389940718376838e+00,6.039234569578216139e+00,4.934599625612447582e+00,-1.395193080977775724e+00,1.886838883510408182e+00,2.285222344794720861e+00,-2.483337298784735747e-01,2.041065072746060860e+00
3.239984553029733316e+00,3.928782038904422791e+00,2.529537528940016600e+00,-7.174837254431026823e-01,2.573862899323600573e+00,1.157083037009258186e+00,-5.142486572773706799e-01,1.780648336962289191e+00
4.344799159691166701e-01,3.759168921654053364e+00,2.385187516961180698e+00,1.040309864100802839e+00,1.114254615613208932e+00,1.408838593415210061e-01,-1.018522395648829182e+00,1.925089119991404640e+00
1.810516549420250421e+00,1.805722890077529064e+00,4.250523678342860379e+00,2.377807000192622588e+00,2.380341275741496343e+00,-3.825766318893135121e-01,-1.169246360580695532e+00,-1.519617151244481990e-01
2.201004714968281262e-01,4.022729155368485188e+00,1.341678599936427574e+00,1.469660451337971185e+00,8.987178031876470463e-01,5.517038773428321052e-01,-1.910554667672748952e+00,-6.546692126713027360e-01
1.789287104512597759e+00,1.614517759996421331e+00,2.986963136131897567e+00,8.201885402787432167e-01,1.502273861449485715e+00,2.094551763658266008e+00,-1.296923759863642278e+00,-2.469452810766153139e-01
1.185093533853873726e+00,5.093876291640198062e+00,3.414488537861420259e+00,3.234064846102797652e-01,1.604965429679230171e+00,5.032745521113024534e-01,9.569638989420246877e-02,1.649799160738204984e+00
1.360465460584724617e+00,3.969463876196825503e+00,3.428162255082680687e+00,3.274015331864459366e+00,2.255141768846137040e+00,-1.144154805679731046e+00,3.613295705985024586e-01,5.847049301028840462e-01
1.489174921643655392e+00,4.951854395881209570e+00,2.934956375457917321e+00,9.058906256308386640e-01,2.741641138172065784e+00,2.367367784980129564e+00,-2.383463552795734089e-02,1.570355730486687085e+00
1.425669881532593442e+00,2.821519280524329876e+00,4.439868440309671982e+00,8.855594711717355016e-01,1.618754155310384357e+00,9.321565621015003300e-01,-1.170588328162419867e+00,1.064245701092587426e+00
2.358030577307011821e+00,1.537558170140922664e+00,3.075094978219524489e+00,8.676812148594014173e-01,1.952207190535109493e+00,-4.380512764073239973e-01,-2.346888968341608039e-01,2.154487226501352382e+00
1.924575625838961468e+00,1.714349409539971614e+00,1.402003906870220140e+00,-1.456582117957485600e+00,1.725148436122342588e+00,9.388643616989232887e-01,2.593795575370699130e-02,3.413891335405658367e+00
1.163176358863550419e+00,1.933309756585092964e+00,2.509926754942171989e+00,8.037500075919851161e-01,1.282998420325017541e+00,7.915307304724269466e-01,-2.334416268720839849e+00,1.115724773072230391e+00
3.561712187766557514e-01,3.195496100289783925e+00,1.566987776164696422e+00,1.195579771169614225e-01,3.695162431634969047e-01,1.039944215193663313e+00,-2.143017003448156321e-01,4.992822756258746830e-01
4.507491059179293824e-01,2.043077196975327414e+00,3.812216288106829332e+00,9.642519768625049670e-01,1.213446001421454978e+00,1.143726025309525829e+00,1.465182122033613643e+00,1.501561948961373405e+00
1.348097860570208473e-01,2.899744858650381563e+00,3.502139359587073120e+00,-9.334341609922587324e-01,2.723006547339368755e+00,5.322938311423531799e-01,5.640654145541179609e-01,1.268638852303432207e+00
-8.136629214522875242e-02,3.269594215172412444e+00,3.403057148277027100e+00,2.232050650847022588e+00,2.616225503600916547e+00,-1.373072375796149158e+00,1.545341945061644795e+00,1.600317154966325761e+00
1.546277531812454642e+00,3.987944588280972091e+00,3.189322630825841109e+00,-9.736823265673713035e-01,3.878975836231470353e+00,2.341327386293454993e-01,-1.323898534664482929e+00,8.363006683468882096e-01
-2.561073840669714219e-01,2.215833694585853664e+00,2.351366898488720381e+00,6.522709753527689003e-01,7.798411860502104664e-01,8.472302908330801019e-01,-1.864146083369499496e-01,6.984686631734356999e-01
2.549939330204034071e+00,2.835784800058916755e+00,1.728540249070080748e+00,2.824081309762362491e+00,1.802651040973293206e+00,1.207634517472832458e+00,-1.056839243168425480e+00,1.004648192302725951e+00
2.826385945867065264e+00,4.406796125158568778e+00,6.416946298029965190e-01,-1.255584311663776376e+00,1.627446984838603061e+00,5.947262781030965284e-01,-2.279957169666968042e+00,7.241167617877468654e-01
1.374426546522367343e-01,4.307282964503845513e+00,3.323559263920189633e+00,-8.943526093738884963e-01,-2.536596581442888965e-03,7.623355208453834742e-01,-1.870440102051808440e+00,7.470095679844330760e-01
-2.724522765424345488e-02,2.942108052851279520e+00,4.071176006543936410e+00,4.368520558280691857e-01,1.591049830060910830e+00,-1.360286620026286142e-01,-2.095728666944735252e+00,-4.850364373619988623e-01
1.397002980354574042e+00,2.280983511474139913e+00,3.566134272647638603e+00,-6.220575300231994120e-01,1.455269455853486882e+00,5.638194310702728806e-01,-1.051576683011806956e+00,-7.367306941092316430e-01
1.109194238396327137e+00,3.653043987380007795e+00,2.611821526220434730e+00,-2.094820000626143597e-01,1.413037166011296586e+00,1.327603441485476488e+00,-1.029819797615457277e+00,2.000916731245763636e+00
1.947170628242868240e+00,2.480286724816739063e+00,8.988267517297254816e-01,-1.340684603413402121e+00,-4.259399071924683394e-02,-2.256493085142699251e-01,-9.708729702440381526e-02,3.491473404390176283e-01
1.436941115117588597e+00,2.166104627412594574e+00,1.402583053472086227e+00,-6.367929965274393700e-01,1.745077370136167705e+00,-1.004313382234830243e+00,-4.148475930764718989e-01,1.073352253608124363e+00
1.200349318771981311e-01,2.480406438361672627e+00,1.075376078451584005e+00,-7.239909358217866409e-01,1.553478391201906561e+00,-4.481131318677628594e-01,-6.950163348622226955e-01,5.349800703585212425e-01
1.541520468506608177e+00,9.832298684546011414e-01,1.409122806768714486e+00,-4.701373470473417804e-01,2.135010562070422113e-01,-7.700083055771048679e-01,-8.004382938113480117e-01,3.448232343599474392e-01
