8.514530078747198361e-02,8.739555069327812342e-01,-8.060666488775148908e-01,1.163281272112299591e+00,-1.440090976210082641e+00,1.225014003266967189e+00,-4.615522836932552109e-02,5.139540177170031088e-01,1.133447735318846572e+00,1.735157921728835095e+00,-2.100838836971638257e-01,-7.203322851582011355e-01,1.333321466634305841e+00,2.277716400371086358e+00,-1.477987714250661444e+00,-5.559993633137902957e-01
1.920486587010205470e+00,7.059093070140286530e-01,-4.196013582618938753e-01,-2.320557575397664163e+00,-8.221001131038754295e-01,9.582110992529769833e-01,1.192602817304282276e-01,-1.276758069821488928e-01,2.723801660984132011e-01,3.498354400503733252e+00,-7.201253709400536884e-01,7.601595783139805107e-01,-2.566852547782893512e-01,1.400846962510504667e+00,-1.879863629593709007e+00,5.968840579309615535e-01
-4.826821376011395381e-01,-1.131041801307763217e+00,4.345253549234541768e-01,7.860453146100478128e-02,-1.211291863172073713e+00,2.594182029537621115e-01,4.886886572179059418e-01,2.366247218217218062e+00,-1.258108516675166544e-01,-6.924699240465163053e-01,-8.215153726500248332e-01,3.039327414115720605e-01,-6.676513554850516119e-01,-2.107186643095614986e+00,-1.951761651956381627e+00,1.287429926092831023e+00
-5.185012684206404820e-01,3.822902062797611800e-01,9.515859617594457642e-01,1.472583362323745870e+00,1.642251062235225989e+00,5.440320368657628469e-01,6.135916962301228850e-01,7.908271080520659080e-01,3.607845169090647119e-01,-2.009434030417052597e+00,4.347630311549304655e-02,9.974903277849036520e-01,1.892645559647822662e+00,-4.006058090258046156e-01,1.292871899031291738e+00,6.518871683394302785e-01
-1.073245578066918560e+00,-7.186037111642086250e-01,-6.733354258771990786e-01,2.510410122905525898e-01,7.462932900822918381e-01,5.126300923928011066e-01,6.161229039031533850e-01,-9.433267778686040828e-01,1.947156995170694072e-01,1.242964550519385925e-01,-1.155498362458421635e+00,7.210436063983243216e-01,1.532393949550094614e-01,4.795381062526654081e-01,2.964800446935120237e-01,8.864831410258712519e-02
1.531937139140906901e+00,-3.051929377085546014e-01,1.564894275355436015e+00,-3.033356016609733419e-01,6.051330745764442742e-01,4.519487664799198279e-01,-6.715504269976859675e-01,1.251622400630304055e+00,-7.912858429004149263e-01,-1.902485809986808052e+00,1.320172078472748867e+00,1.745062729045225414e+00,1.157331097223437855e+00,-1.525999726144963820e+00,2.295112300751030787e+00,1.015487576782132084e+00
4.234946524436075665e-01,1.610803920951865975e-01,-1.262932558269228567e+00,-2.274482963067120667e-01,5.009803923487872179e-01,-2.114549528179282267e-01,-7.109029711975078936e-01,1.456736486509021544e+00,-4.763520954066243207e-01,2.331126526513609132e-01,-9.940209419695886783e-01,9.299429627876327764e-01,2.024229765468493980e+00,3.356238324659632788e-01,-7.859771688743480977e-01,6.248874161308201058e-01
-1.075976213609848298e+00,-1.981948382057317215e-01,-4.978047778993890393e-01,-1.097301252961441209e+00,-1.007275168475534555e+00,-1.678821243585093326e+00,1.979745840874141294e+00,9.186514877871359008e-01,-2.840912438391391404e-01,3.510925714021129185e-01,-2.542272020348193551e-01,-1.142517579830410135e+00,-4.028949752459063949e-01,-1.867325945062441317e+00,-1.564081822690589041e+00,2.096683908717034139e+00
-2.023180991217119473e+00,-4.748332883273223004e-01,1.344073074918510136e+00,-1.825659417802303341e-01,-1.154311247038746352e-01,-5.755985516476180147e-02,1.437345856213623430e+00,-4.328417779078599925e-01,2.822877644654150919e-01,1.094651431176087319e+00,1.080056345281992458e+00,-9.351573748843076128e-01,-6.713603991959175010e-01,-5.500864747956608208e-02,2.214693399542220664e+00,5.989601688234278409e-01
1.672897877286740886e+00,-1.065487846776582925e+00,5.581793471526362849e-01,1.975707789470068920e-01,-6.339069063154535444e-01,-5.600891020932009523e-01,1.282733961553156998e+00,6.482834923211268086e-01,-1.265595033765322341e+00,5.354011744785890370e-01,-8.298196573960766598e-01,1.103701635546101567e+00,-1.732792182777942225e+00,7.365674285653844855e-01,7.167923266134849924e-02,1.063642177190236238e+00
