-7.563196888862059319e-01,9.355024908197659972e-01,-1.514849507731938827e+00,-2.255487737603615872e-01,5.494523795712997760e-01,-3.479829993762318385e-01,5.656885598454802766e-01,6.139704163785209001e-01,2.481544266870772675e-01,-1.996319364774079341e+00,-1.593194661917069821e+00,5.407976892129027213e-01,-1.397572512871870787e+00,9.713630108363071614e-01,-1.399568355067115855e+00,-1.233493753077923305e+00
2.853813437771530181e-01,-2.224707289604263838e-01,6.335330969200144713e-01,1.211523263347188406e+00,9.766756704795516164e-01,-1.453237393739347905e+00,-2.064401011887358361e+00,2.367270366524018010e-01,1.048784308039622859e+00,1.377567493001141230e+00,-5.420593888671908500e-01,-1.122602032106262637e+00,-7.470633697601579692e-01,3.771267034868934775e-01,4.379807376960800358e-01,-1.677738411507544436e+00
-3.637726314814942463e-01,-1.697477675791988716e+00,-9.466537065916477145e-01,-2.058373715932640291e+00,-8.525489303662304730e-01,3.769929025783501086e-01,2.420612014851829530e-01,-7.948671781706921902e-01,2.733111643785665623e-02,-3.829126365293811229e-01,6.297625015832311046e-01,8.917775768235464140e-01,8.505772598415031194e-01,-1.448494186453008759e+00,-1.337473410498934312e+00,5.278194514501695078e-01
8.848672220421979207e-01,-5.210834446590815183e-01,1.159868362192682523e-01,9.283547803068848969e-01,9.467235254562653690e-01,-4.792364235686389917e-01,6.819322924550822451e-01,-1.110628457280153913e+00,5.801423921891454283e-01,-1.538175531163543885e+00,1.575031162054020495e+00,-9.069941593001362712e-01,5.372863981236097874e-02,5.698871103457562315e-01,-1.407253695427562290e+00,8.965191650632221565e-01
-1.388412398053129326e-02,-1.075812062094668953e+00,1.406209871866502148e+00,-1.510767784220080401e+00,1.177106309247657911e+00,-8.510020800365130089e-01,3.251745232393224438e-01,-2.493267907209542333e-01,-6.284964086942130823e-01,-3.402148769997184741e-01,1.051942042515344872e-01,-1.007462609500839601e-01,-4.385944508909261214e-02,-5.122778728262845638e-01,-1.294279425521757121e+00,-1.239639893249015135e+00
3.041455693841447205e-01,1.170734999442502922e+00,1.045752566058197663e+00,8.499029559342575757e-01,-6.650252973719341654e-01,-1.094776644810590893e+00,-2.605890993120919541e-01,7.609332195211848671e-01,1.008876151973817081e-02,-6.860516281700973495e-01,-7.064857807854392491e-02,-7.905747029411043236e-01,-1.231504865936589921e+00,-2.100197195911839287e+00,1.087450065459427684e+00,-7.753320679463595599e-01
8.147985426080590621e-01,-9.053705979813454485e-01,1.331712066288110341e+00,-7.893945201666346945e-01,-5.744885295116813895e-01,-6.122738722321070526e-01,1.542013506446972437e+00,2.580522367803931516e+00,-7.485373491536152502e-01,-1.782616727268072632e-01,-1.809828460016849744e-02,4.335664224783672416e-01,6.565418358246132291e-01,-1.346705826152209406e-01,1.473946839010124465e+00,-3.898237378473074499e-01
2.276559767548270719e-01,-1.386848755349515683e-01,-2.849925606694558855e-01,-3.100449960231076996e-01,-1.427137426246375185e+00,-1.286860802293191330e+00,-6.328933655546539194e-01,-3.815102046056612073e-01,-3.571232797674690485e-01,-3.527685907244931252e-01,1.828407127924205566e+00,1.966113765844744732e-01,-4.681454791098998980e-01,2.349708789469680814e-01,7.847459670648843089e-01,9.874498762211433300e-01
6.995669929888348459e-01,1.300776638710141153e+00,1.283587778965474546e-01,-2.853169789643943965e-01,3.258784063363368011e-01,3.093637015611723773e-01,4.611397548545381198e-01,-6.701833040382116913e-01,-7.605189591515644221e-01,-7.853186965147639365e-01,-1.440708660486092141e+00,4.514062724105698532e-01,-1.235922657308138328e+00,1.643879644405300822e-01,-7.128107852958903701e-01,1.015576771316451410e+00
3.721330829191839967e-02,-5.551193034256948211e-01,-1.741535940338600374e+00,-4.416134665624003586e-01,1.762809215593126866e-01,6.245722737533995761e-02,-6.338860139516092618e-01,1.546182610952086534e-01,1.739953811595554400e+00,-4.551392918587169878e-01,-6.922224951016984207e-01,-1.369046294918131679e+00,9.422121972073136398e-01,-6.676270861107842514e-01,-1.072690615217863463e+00,2.007269637662938866e+00
